Date,Target,Source
29 March 1916,Eoin MacNeill,The O'Rahilly
29 March 1916,Eoin MacNeill,Thomas MacDonagh
29 March 1916,Eoin MacNeill,John Fitzgibbon
29 March 1916,Diarmuid Lynch,Eoin MacNeill
29 March 1916,Eoin MacNeill,Seán MacDiarmada
29 March 1916,Eoin MacNeill,J. O'Connor
29 March 1916,Eoin MacNeill,Éamonn Ceannt
29 March 1916,Eoin MacNeill,Laurence Raul
29 March 1916,Eoin MacNeill,John E. Lyons
29 March 1916,Eoin MacNeill,Piaras Béaslaí
29 March 1916,Eoin MacNeill,Michael O'Hanrahan
29 March 1916,P.H. Pearse,The O'Rahilly
29 March 1916,P.H. Pearse,Thomas MacDonagh
29 March 1916,John Fitzgibbon,P.H. Pearse
29 March 1916,Diarmuid Lynch,P.H. Pearse
29 March 1916,P.H. Pearse,Seán MacDiarmada
29 March 1916,J. O'Connor,P.H. Pearse
29 March 1916,P.H. Pearse,Éamonn Ceannt
29 March 1916,Laurence Raul,P.H. Pearse
29 March 1916,John E. Lyons,P.H. Pearse
29 March 1916,P.H. Pearse,Piaras Béaslaí
29 March 1916,Michael O'Hanrahan,P.H. Pearse
29 March 1916,The O'Rahilly,Thomas MacDonagh
29 March 1916,John Fitzgibbon,The O'Rahilly
29 March 1916,Diarmuid Lynch,The O'Rahilly
29 March 1916,Seán MacDiarmada,The O'Rahilly
29 March 1916,J. O'Connor,The O'Rahilly
29 March 1916,The O'Rahilly,Éamonn Ceannt
29 March 1916,Laurence Raul,The O'Rahilly
29 March 1916,John E. Lyons,The O'Rahilly
29 March 1916,Piaras Béaslaí,The O'Rahilly
29 March 1916,Michael O'Hanrahan,The O'Rahilly
29 March 1916,John Fitzgibbon,Thomas MacDonagh
29 March 1916,Diarmuid Lynch,Thomas MacDonagh
29 March 1916,Seán MacDiarmada,Thomas MacDonagh
29 March 1916,J. O'Connor,Thomas MacDonagh
29 March 1916,Thomas MacDonagh,Éamonn Ceannt
29 March 1916,Laurence Raul,Thomas MacDonagh
29 March 1916,John E. Lyons,Thomas MacDonagh
29 March 1916,Piaras Béaslaí,Thomas MacDonagh
29 March 1916,Michael O'Hanrahan,Thomas MacDonagh
29 March 1916,Diarmuid Lynch,John Fitzgibbon
29 March 1916,John Fitzgibbon,Seán MacDiarmada
29 March 1916,J. O'Connor,John Fitzgibbon
29 March 1916,John Fitzgibbon,Éamonn Ceannt
29 March 1916,John Fitzgibbon,Laurence Raul
29 March 1916,John E. Lyons,John Fitzgibbon
29 March 1916,John Fitzgibbon,Piaras Béaslaí
29 March 1916,John Fitzgibbon,Michael O'Hanrahan
29 March 1916,Diarmuid Lynch,Seán MacDiarmada
29 March 1916,Diarmuid Lynch,J. O'Connor
29 March 1916,Diarmuid Lynch,Éamonn Ceannt
29 March 1916,Diarmuid Lynch,Laurence Raul
29 March 1916,Diarmuid Lynch,John E. Lyons
29 March 1916,Diarmuid Lynch,Piaras Béaslaí
29 March 1916,Diarmuid Lynch,Michael O'Hanrahan
29 March 1916,J. O'Connor,Seán MacDiarmada
29 March 1916,Seán MacDiarmada,Éamonn Ceannt
29 March 1916,Laurence Raul,Seán MacDiarmada
29 March 1916,John E. Lyons,Seán MacDiarmada
29 March 1916,Piaras Béaslaí,Seán MacDiarmada
29 March 1916,Michael O'Hanrahan,Seán MacDiarmada
29 March 1916,J. O'Connor,Éamonn Ceannt
29 March 1916,J. O'Connor,Laurence Raul
29 March 1916,J. O'Connor,John E. Lyons
29 March 1916,J. O'Connor,Piaras Béaslaí
29 March 1916,J. O'Connor,Michael O'Hanrahan
29 March 1916,Laurence Raul,Éamonn Ceannt
29 March 1916,John E. Lyons,Éamonn Ceannt
29 March 1916,Piaras Béaslaí,Éamonn Ceannt
29 March 1916,Michael O'Hanrahan,Éamonn Ceannt
29 March 1916,John E. Lyons,Laurence Raul
29 March 1916,Laurence Raul,Piaras Béaslaí
29 March 1916,Laurence Raul,Michael O'Hanrahan
29 March 1916,John E. Lyons,Piaras Béaslaí
29 March 1916,John E. Lyons,Michael O'Hanrahan
29 March 1916,Michael O'Hanrahan,Piaras Béaslaí
29 March 1916,Irish Volunteers,John O'Hanrahan
29 March 1916,Charles D. Somers,Irish Volunteers
29 March 1916,Fenton Lynch,Irish Volunteers
29 March 1916,Charles D. Somers,John O'Hanrahan
29 March 1916,Fenton Lynch,John O'Hanrahan
29 March 1916,Charles D. Somers,Fenton Lynch
31 March 1916,Seán MacDiarmada,Tom Clarke
31 March 1916,Seán T. O'Kelly,Tom Clarke
31 March 1916,T.J. Sheehan,Tom Clarke
31 March 1916,Bulmer Hobson,Michael O'Hanrahan
31 March 1916,Bulmer Hobson,The O'Rahilly
31 March 1916,Bulmer Hobson,Thomas Hunter
31 March 1916,Bulmer Hobson,Eamonn Duggan
31 March 1916,Bulmer Hobson,Patrick Ryan
31 March 1916,Bulmer Hobson,Eimar O'Duffy
31 March 1916,Bulmer Hobson,Laurence Raul
31 March 1916,Bulmer Hobson,George Irvine
31 March 1916,Michael O'Hanrahan,The O'Rahilly
31 March 1916,Michael O'Hanrahan,Thomas Hunter
31 March 1916,Eamonn Duggan,Michael O'Hanrahan
31 March 1916,Michael O'Hanrahan,Patrick Ryan
31 March 1916,Eimar O'Duffy,Michael O'Hanrahan
31 March 1916,Laurence Raul,Michael O'Hanrahan
31 March 1916,George Irvine,Michael O'Hanrahan
31 March 1916,The O'Rahilly,Thomas Hunter
31 March 1916,Eamonn Duggan,The O'Rahilly
31 March 1916,Patrick Ryan,The O'Rahilly
31 March 1916,Eimar O'Duffy,The O'Rahilly
31 March 1916,Laurence Raul,The O'Rahilly
31 March 1916,George Irvine,The O'Rahilly
31 March 1916,Eamonn Duggan,Thomas Hunter
31 March 1916,Patrick Ryan,Thomas Hunter
31 March 1916,Eimar O'Duffy,Thomas Hunter
31 March 1916,Laurence Raul,Thomas Hunter
31 March 1916,George Irvine,Thomas Hunter
31 March 1916,Eamonn Duggan,Patrick Ryan
31 March 1916,Eamonn Duggan,Eimar O'Duffy
31 March 1916,Eamonn Duggan,Laurence Raul
31 March 1916,Eamonn Duggan,George Irvine
31 March 1916,Eimar O'Duffy,Patrick Ryan
31 March 1916,Laurence Raul,Patrick Ryan
31 March 1916,George Irvine,Patrick Ryan
31 March 1916,Eimar O'Duffy,Laurence Raul
31 March 1916,Eimar O'Duffy,George Irvine
31 March 1916,George Irvine,Laurence Raul
31 March 1916,John O'Mahony,Éamonn Ceannt
31 March 1916,John R. Reynolds,Éamonn Ceannt
31 March 1916,John O'Mahony,John R. Reynolds
31 March 1916,John O'Mahony,W.T. Cosgrave
31 March 1916,T.J. Sheehan,W.T. Cosgrave
31 March 1916,Seán T. O'Kelly,W.T. Cosgrave
31 March 1916,Patrick O'Keeffe,W.T. Cosgrave
31 March 1916,W.T. Cosgrave,William Shortall
31 March 1916,Eimar O'Duffy,W.T. Cosgrave
31 March 1916,W.T. Cosgrave,William O'Leary Curtis
31 March 1916,Gerald Griffin,W.T. Cosgrave
31 March 1916,Desmond Fitzgerald,W.T. Cosgrave
31 March 1916,Thomas MacDonagh,W.T. Cosgrave
31 March 1916,John O'Mahony,T.J. Sheehan
31 March 1916,John O'Mahony,Seán T. O'Kelly
31 March 1916,John O'Mahony,Patrick O'Keeffe
31 March 1916,John O'Mahony,William Shortall
31 March 1916,Eimar O'Duffy,John O'Mahony
31 March 1916,John O'Mahony,William O'Leary Curtis
31 March 1916,Gerald Griffin,John O'Mahony
31 March 1916,Desmond Fitzgerald,John O'Mahony
31 March 1916,John O'Mahony,Thomas MacDonagh
31 March 1916,Seán T. O'Kelly,T.J. Sheehan
31 March 1916,Patrick O'Keeffe,T.J. Sheehan
31 March 1916,T.J. Sheehan,William Shortall
31 March 1916,Eimar O'Duffy,T.J. Sheehan
31 March 1916,T.J. Sheehan,William O'Leary Curtis
31 March 1916,Gerald Griffin,T.J. Sheehan
31 March 1916,Desmond Fitzgerald,T.J. Sheehan
31 March 1916,T.J. Sheehan,Thomas MacDonagh
31 March 1916,Patrick O'Keeffe,Seán T. O'Kelly
31 March 1916,Seán T. O'Kelly,William Shortall
31 March 1916,Eimar O'Duffy,Seán T. O'Kelly
31 March 1916,Seán T. O'Kelly,William O'Leary Curtis
31 March 1916,Gerald Griffin,Seán T. O'Kelly
31 March 1916,Desmond Fitzgerald,Seán T. O'Kelly
31 March 1916,Seán T. O'Kelly,Thomas MacDonagh
31 March 1916,Patrick O'Keeffe,William Shortall
31 March 1916,Eimar O'Duffy,Patrick O'Keeffe
31 March 1916,Patrick O'Keeffe,William O'Leary Curtis
31 March 1916,Gerald Griffin,Patrick O'Keeffe
31 March 1916,Desmond Fitzgerald,Patrick O'Keeffe
31 March 1916,Patrick O'Keeffe,Thomas MacDonagh
31 March 1916,Eimar O'Duffy,William Shortall
31 March 1916,William O'Leary Curtis,William Shortall
31 March 1916,Gerald Griffin,William Shortall
31 March 1916,Desmond Fitzgerald,William Shortall
31 March 1916,Thomas MacDonagh,William Shortall
31 March 1916,Eimar O'Duffy,William O'Leary Curtis
31 March 1916,Eimar O'Duffy,Gerald Griffin
31 March 1916,Desmond Fitzgerald,Eimar O'Duffy
31 March 1916,Eimar O'Duffy,Thomas MacDonagh
31 March 1916,Gerald Griffin,William O'Leary Curtis
31 March 1916,Desmond Fitzgerald,William O'Leary Curtis
31 March 1916,Thomas MacDonagh,William O'Leary Curtis
31 March 1916,Desmond Fitzgerald,Gerald Griffin
31 March 1916,Gerald Griffin,Thomas MacDonagh
31 March 1916,Desmond Fitzgerald,Thomas MacDonagh
3 April 1916,Seán McGarry,Tom Clarke
3 April 1916,Joseph McGuinness,Tom Clarke
3 April 1916,John R. Reynolds,Tom Clarke
3 April 1916,Eimar O'Duffy,The O'Rahilly
3 April 1916,J.J. O'Connell,The O'Rahilly
3 April 1916,Michael O'Hanrahan,The O'Rahilly
3 April 1916,The O'Rahilly,Thomas MacDonagh
3 April 1916,The O'Rahilly,Éamon De Valera
3 April 1916,Terence MacSwiney,The O'Rahilly
3 April 1916,Constance Markievicz,The O'Rahilly
3 April 1916,Eimar O'Duffy,J.J. O'Connell
3 April 1916,Eimar O'Duffy,Michael O'Hanrahan
3 April 1916,Eimar O'Duffy,Thomas MacDonagh
3 April 1916,Eimar O'Duffy,Éamon De Valera
3 April 1916,Eimar O'Duffy,Terence MacSwiney
3 April 1916,Constance Markievicz,Eimar O'Duffy
3 April 1916,J.J. O'Connell,Michael O'Hanrahan
3 April 1916,J.J. O'Connell,Thomas MacDonagh
3 April 1916,J.J. O'Connell,Éamon De Valera
3 April 1916,J.J. O'Connell,Terence MacSwiney
3 April 1916,Constance Markievicz,J.J. O'Connell
3 April 1916,Michael O'Hanrahan,Thomas MacDonagh
3 April 1916,Michael O'Hanrahan,Éamon De Valera
3 April 1916,Michael O'Hanrahan,Terence MacSwiney
3 April 1916,Constance Markievicz,Michael O'Hanrahan
3 April 1916,Thomas MacDonagh,Éamon De Valera
3 April 1916,Terence MacSwiney,Thomas MacDonagh
3 April 1916,Constance Markievicz,Thomas MacDonagh
3 April 1916,Terence MacSwiney,Éamon De Valera
3 April 1916,Constance Markievicz,Éamon De Valera
3 April 1916,Constance Markievicz,Terence MacSwiney
3 April 1916,Austin Stack,Patrick Hughes
3 April 1916,Austin Stack,Thomas MacDonagh
3 April 1916,Austin Stack,The O'Rahilly
3 April 1916,Patrick Hughes,Thomas MacDonagh
3 April 1916,Patrick Hughes,The O'Rahilly
3 April 1916,The O'Rahilly,Thomas MacDonagh
3 April 1916,Austin Stack,Terence MacSwiney
3 April 1916,Michael O'Hanrahan,The O'Rahilly
3 April 1916,The O'Rahilly,Éamonn Ceannt
