Date,Target,Source
4 August 1915,Irish Volunteers,Michael O'Hanrahan
5 August 1915,John O'Mahony,Tom Clarke
5 August 1915,Patrick Tobin,Tom Clarke
5 August 1915,Seán McGarry,Tom Clarke
5 August 1915,John O'Mahony,Patrick Tobin
5 August 1915,Seán McGarry,John O'Mahony
5 August 1915,Seán McGarry,Patrick Tobin
5 August 1915,Arthur Griffith,William O'Leary Curtis
5 August 1915,Seán McGarry,Tom Clarke
5 August 1915,P.H. Pearse,Tom Clarke
5 August 1915,Thomas MacDonagh,Tom Clarke
5 August 1915,Patrick Tobin,Tom Clarke
5 August 1915,Mrs. O'Donovan Rossa,Tom Clarke
5 August 1915,Miss O'Donovan Rossa,Tom Clarke
5 August 1915,Seán McGarry,P.H. Pearse
5 August 1915,Seán McGarry,Thomas MacDonagh
5 August 1915,Seán McGarry,Patrick Tobin
5 August 1915,Seán McGarry,Mrs. O'Donovan Rossa
5 August 1915,Seán McGarry,Miss O'Donovan Rossa
5 August 1915,P.H. Pearse,Thomas MacDonagh
5 August 1915,P.H. Pearse,Patrick Tobin
5 August 1915,Mrs. O'Donovan Rossa,P.H. Pearse
5 August 1915,Miss O'Donovan Rossa,P.H. Pearse
5 August 1915,Patrick Tobin,Thomas MacDonagh
5 August 1915,Mrs. O'Donovan Rossa,Thomas MacDonagh
5 August 1915,Miss O'Donovan Rossa,Thomas MacDonagh
5 August 1915,Mrs. O'Donovan Rossa,Patrick Tobin
5 August 1915,Miss O'Donovan Rossa,Patrick Tobin
5 August 1915,Miss O'Donovan Rossa,Mrs. O'Donovan Rossa
5 August 1915,Con Colbert,Irish Volunteers
6 August 1915,Seán T. O'Kelly,Tom Clarke
6 August 1915,James Barrett,Tom Clarke
6 August 1915,Mark Ryan,Tom Clarke
6 August 1915,James Barrett,Mark Ryan
6 August 1915,Thomas MacDonagh,Tom Clarke
6 August 1915,Michael McGinn,Tom Clarke
6 August 1915,Michael McGinn,Thomas MacDonagh
6 August 1915,James Stritch,Tom Clarke
6 August 1915,James Barrett,Mark Ryan
6 August 1915,James Barrett,James Whelan
6 August 1915,James Barrett,Seán T. O'Kelly
6 August 1915,James Whelan,Mark Ryan
6 August 1915,Mark Ryan,Seán T. O'Kelly
6 August 1915,James Whelan,Seán T. O'Kelly
6 August 1915,Miss O'Donovan Rossa,Mrs. O'Donovan Rossa
6 August 1915,Mrs. O'Donovan Rossa,Tom Clarke
6 August 1915,Seán McGarry,Mrs. O'Donovan Rossa
6 August 1915,Miss O'Donovan Rossa,Tom Clarke
6 August 1915,Seán McGarry,Miss O'Donovan Rossa
6 August 1915,Seán McGarry,Tom Clarke
6 August 1915,Henry Dixon,Thomas Kelly
6 August 1915,James Murray,Thomas Kelly
6 August 1915,Ben Parsons,Thomas Kelly
6 August 1915,John O'Mahony,Thomas Kelly
6 August 1915,Thomas Kelly,Thomas MacDonagh
6 August 1915,Seán T. O'Kelly,Thomas Kelly
6 August 1915,Henry Dixon,James Murray
6 August 1915,Ben Parsons,Henry Dixon
6 August 1915,Henry Dixon,John O'Mahony
6 August 1915,Henry Dixon,Thomas MacDonagh
6 August 1915,Henry Dixon,Seán T. O'Kelly
6 August 1915,Ben Parsons,James Murray
6 August 1915,James Murray,John O'Mahony
6 August 1915,James Murray,Thomas MacDonagh
6 August 1915,James Murray,Seán T. O'Kelly
6 August 1915,Ben Parsons,John O'Mahony
6 August 1915,Ben Parsons,Thomas MacDonagh
6 August 1915,Ben Parsons,Seán T. O'Kelly
6 August 1915,John O'Mahony,Thomas MacDonagh
6 August 1915,John O'Mahony,Seán T. O'Kelly
6 August 1915,Seán T. O'Kelly,Thomas MacDonagh
7 August 1915,J.J. Buggy,Tom Clarke
7 August 1915,Thomas Byrne,Tom Clarke
7 August 1915,James Murray,Tom Clarke
7 August 1915,Arthur Griffith,Tom Clarke
7 August 1915,Tom Clarke,William O'Leary Curtis
7 August 1915,Piaras Béaslaí,Tom Clarke
7 August 1915,Arthur Griffith,William O'Leary Curtis
7 August 1915,Arthur Griffith,Piaras Béaslaí
7 August 1915,Piaras Béaslaí,William O'Leary Curtis
7 August 1915,James Barrett,John MacBride
7 August 1915,Michael O'Hanrahan,P.H. Pearse
7 August 1915,P.H. Pearse,Patrick Ryan
7 August 1915,Patrick O'Keeffe,T.S. Cuffe
8 August 1915,Ben Parsons,Tom Clarke
8 August 1915,James Stritch,Tom Clarke
8 August 1915,Bulmer Hobson,The O'Rahilly
8 August 1915,Eoin MacNeill,The O'Rahilly
8 August 1915,P.H. Pearse,The O'Rahilly
8 August 1915,James McArdle,The O'Rahilly
8 August 1915,Joseph Plunkett,The O'Rahilly
8 August 1915,The O'Rahilly,Thomas MacDonagh
8 August 1915,Patrick Ryan,The O'Rahilly
8 August 1915,Herbert Mellows,The O'Rahilly
8 August 1915,Piaras Béaslaí,The O'Rahilly
8 August 1915,Patrick Hughes,The O'Rahilly
8 August 1915,Pierce McCann,The O'Rahilly
8 August 1915,Bulmer Hobson,Eoin MacNeill
8 August 1915,Bulmer Hobson,P.H. Pearse
8 August 1915,Bulmer Hobson,James McArdle
8 August 1915,Bulmer Hobson,Joseph Plunkett
8 August 1915,Bulmer Hobson,Thomas MacDonagh
8 August 1915,Bulmer Hobson,Patrick Ryan
8 August 1915,Bulmer Hobson,Herbert Mellows
8 August 1915,Bulmer Hobson,Piaras Béaslaí
8 August 1915,Bulmer Hobson,Patrick Hughes
8 August 1915,Bulmer Hobson,Pierce McCann
8 August 1915,Eoin MacNeill,P.H. Pearse
8 August 1915,Eoin MacNeill,James McArdle
8 August 1915,Eoin MacNeill,Joseph Plunkett
8 August 1915,Eoin MacNeill,Thomas MacDonagh
8 August 1915,Eoin MacNeill,Patrick Ryan
8 August 1915,Eoin MacNeill,Herbert Mellows
8 August 1915,Eoin MacNeill,Piaras Béaslaí
8 August 1915,Eoin MacNeill,Patrick Hughes
8 August 1915,Eoin MacNeill,Pierce McCann
8 August 1915,James McArdle,P.H. Pearse
8 August 1915,Joseph Plunkett,P.H. Pearse
8 August 1915,P.H. Pearse,Thomas MacDonagh
8 August 1915,P.H. Pearse,Patrick Ryan
8 August 1915,Herbert Mellows,P.H. Pearse
8 August 1915,P.H. Pearse,Piaras Béaslaí
8 August 1915,P.H. Pearse,Patrick Hughes
8 August 1915,P.H. Pearse,Pierce McCann
8 August 1915,James McArdle,Joseph Plunkett
8 August 1915,James McArdle,Thomas MacDonagh
8 August 1915,James McArdle,Patrick Ryan
8 August 1915,Herbert Mellows,James McArdle
8 August 1915,James McArdle,Piaras Béaslaí
8 August 1915,James McArdle,Patrick Hughes
8 August 1915,James McArdle,Pierce McCann
8 August 1915,Joseph Plunkett,Thomas MacDonagh
8 August 1915,Joseph Plunkett,Patrick Ryan
8 August 1915,Herbert Mellows,Joseph Plunkett
8 August 1915,Joseph Plunkett,Piaras Béaslaí
8 August 1915,Joseph Plunkett,Patrick Hughes
8 August 1915,Joseph Plunkett,Pierce McCann
8 August 1915,Patrick Ryan,Thomas MacDonagh
8 August 1915,Herbert Mellows,Thomas MacDonagh
8 August 1915,Piaras Béaslaí,Thomas MacDonagh
8 August 1915,Patrick Hughes,Thomas MacDonagh
8 August 1915,Pierce McCann,Thomas MacDonagh
8 August 1915,Herbert Mellows,Patrick Ryan
8 August 1915,Patrick Ryan,Piaras Béaslaí
8 August 1915,Patrick Hughes,Patrick Ryan
8 August 1915,Patrick Ryan,Pierce McCann
8 August 1915,Herbert Mellows,Piaras Béaslaí
8 August 1915,Herbert Mellows,Patrick Hughes
8 August 1915,Herbert Mellows,Pierce McCann
8 August 1915,Patrick Hughes,Piaras Béaslaí
8 August 1915,Piaras Béaslaí,Pierce McCann
8 August 1915,Patrick Hughes,Pierce McCann
9 August 1915,Tom Clarke,William O'Leary Curtis
9 August 1915,Seán T. O'Kelly,Tom Clarke
9 August 1915,James McArdle,Tom Clarke
9 August 1915,James McArdle,Seán T. O'Kelly
9 August 1915,James Stritch,Tom Clarke
9 August 1915,James Murray,Tom Clarke
9 August 1915,James Murray,James Stritch
9 August 1915,Piaras Béaslaí,Tom Clarke
9 August 1915,Tom Clarke,William Sheehan
9 August 1915,Piaras Béaslaí,William Sheehan
10 August 1915,Ben Parsons,Tom Clarke
10 August 1915,James Murray,Tom Clarke
10 August 1915,John O'Mahony,Tom Clarke
10 August 1915,Seán McGarry,Tom Clarke
10 August 1915,J.J. Walsh,Thomas Byrne
10 August 1915,Hugh O'Hehir,Thomas J. Dolan
10 August 1915,James Connolly,William P. Partridge
10 August 1915,Thomas MacDonagh,Tom Clarke
10 August 1915,Seán McGarry,Tom Clarke
10 August 1915,Patrick Tobin,Tom Clarke
10 August 1915,James Murray,Tom Clarke
10 August 1915,John O'Mahony,Tom Clarke
10 August 1915,Ben Parsons,Tom Clarke
10 August 1915,James Stritch,Tom Clarke
10 August 1915,J.J. Buggy,Tom Clarke
10 August 1915,Seán McGarry,Thomas MacDonagh
10 August 1915,Patrick Tobin,Thomas MacDonagh
10 August 1915,James Murray,Thomas MacDonagh
10 August 1915,John O'Mahony,Thomas MacDonagh
10 August 1915,Ben Parsons,Thomas MacDonagh
10 August 1915,James Stritch,Thomas MacDonagh
10 August 1915,J.J. Buggy,Thomas MacDonagh
10 August 1915,Seán McGarry,Patrick Tobin
10 August 1915,James Murray,Seán McGarry
10 August 1915,Seán McGarry,John O'Mahony
10 August 1915,Ben Parsons,Seán McGarry
10 August 1915,James Stritch,Seán McGarry
10 August 1915,J.J. Buggy,Seán McGarry
10 August 1915,James Murray,Patrick Tobin
10 August 1915,John O'Mahony,Patrick Tobin
10 August 1915,Ben Parsons,Patrick Tobin
10 August 1915,James Stritch,Patrick Tobin
10 August 1915,J.J. Buggy,Patrick Tobin
10 August 1915,James Murray,John O'Mahony
10 August 1915,Ben Parsons,James Murray
10 August 1915,James Murray,James Stritch
10 August 1915,J.J. Buggy,James Murray
10 August 1915,Ben Parsons,John O'Mahony
10 August 1915,James Stritch,John O'Mahony
10 August 1915,J.J. Buggy,John O'Mahony
10 August 1915,Ben Parsons,James Stritch
10 August 1915,Ben Parsons,J.J. Buggy
10 August 1915,J.J. Buggy,James Stritch
11 August 1915,Seán T. O'Kelly,Tom Clarke
11 August 1915,James Murray,Tom Clarke
11 August 1915,James Whelan,Joseph McGuinness
11 August 1915,Arthur Griffith,William O'Leary Curtis
11 August 1915,Herbert Mellows,Thomas MacDonagh
11 August 1915,J. O'Connor,Thomas MacDonagh
11 August 1915,T.J. Sheehan,Thomas MacDonagh
11 August 1915,Joseph Plunkett,Thomas MacDonagh
11 August 1915,Herbert Mellows,J. O'Connor
11 August 1915,Herbert Mellows,T.J. Sheehan
11 August 1915,Herbert Mellows,Joseph Plunkett
11 August 1915,J. O'Connor,T.J. Sheehan
11 August 1915,J. O'Connor,Joseph Plunkett
11 August 1915,Joseph Plunkett,T.J. Sheehan
12 August 1915,Seán T. O'Kelly,Tom Clarke
12 August 1915,James Barrett,John MacBride
13 August 1915,Tom Clarke,William O'Leary Curtis
13 August 1915,J.J. Buggy,Tom Clarke
13 August 1915,Diarmuid Lynch,Tom Clarke
13 August 1915,Thomas Kelly,W.T. Cosgrave
13 August 1915,Thomas Kelly,William P. Partridge
13 August 1915,W.T. Cosgrave,William P. Partridge
13 August 1915,J.J. Walsh,Thomas Byrne
14 August 1915,Thomas Byrne,Tom Clarke
14 August 1915,Joseph McGuinness,Tom Clarke
14 August 1915,Cathal Kickham,Tom Clarke
14 August 1915,J. O'Connor,John Fitzgibbon
15 August 1915,Thomas Byrne,Tom Clarke
15 August 1915,Tom Clarke,William Sheehan
16 August 1915,Herbert Mellows,Tom Clarke
16 August 1915,Thomas Byrne,Tom Clarke
16 August 1915,Tom Clarke,William O'Leary Curtis
17 August 1915,Seán McGarry,Tom Clarke
17 August 1915,Tom Clarke,William O'Leary Curtis
17 August 1915,Seán McGarry,William O'Leary Curtis
17 August 1915,Thomas Byrne,Tom Clarke
17 August 1915,Thomas MacDonagh,Tom Clarke
17 August 1915,Arthur Griffith,Tom Clarke
17 August 1915,James Murray,Tom Clarke
17 August 1915,John O'Mahony,Tom Clarke
17 August 1915,Arthur Griffith,Thomas MacDonagh
17 August 1915,James Murray,Thomas MacDonagh
17 August 1915,John O'Mahony,Thomas MacDonagh
17 August 1915,Arthur Griffith,James Murray
17 August 1915,Arthur Griffith,John O'Mahony
17 August 1915,James Murray,John O'Mahony
17 August 1915,Bulmer Hobson,J.J. O'Connell
17 August 1915,Cathal Kickham,James Stritch
18 August 1915,Edward Daly,Tom Clarke
18 August 1915,Thomas Byrne,Tom Clarke
18 August 1915,Edward Daly,Thomas Byrne
18 August 1915,Diarmuid Lynch,Tom Clarke
18 August 1915,John O'Mahony,Tom Clarke
18 August 1915,Diarmuid Lynch,John O'Mahony
18 August 1915,Seán T. O'Kelly,Tom Clarke
18 August 1915,Tom Clarke,William O'Leary Curtis
18 August 1915,Bulmer Hobson,Thomas MacDonagh
18 August 1915,Bulmer Hobson,Patrick Ryan
18 August 1915,Bulmer Hobson,P.H. Pearse
18 August 1915,Bulmer Hobson,J.J. O'Connell
18 August 1915,Bulmer Hobson,J. O'Connor
18 August 1915,Bulmer Hobson,Herbert Mellows
18 August 1915,Patrick Ryan,Thomas MacDonagh
18 August 1915,P.H. Pearse,Thomas MacDonagh
18 August 1915,J.J. O'Connell,Thomas MacDonagh
18 August 1915,J. O'Connor,Thomas MacDonagh
18 August 1915,Herbert Mellows,Thomas MacDonagh
18 August 1915,P.H. Pearse,Patrick Ryan
18 August 1915,J.J. O'Connell,Patrick Ryan
18 August 1915,J. O'Connor,Patrick Ryan
18 August 1915,Herbert Mellows,Patrick Ryan
18 August 1915,J.J. O'Connell,P.H. Pearse
18 August 1915,J. O'Connor,P.H. Pearse
18 August 1915,Herbert Mellows,P.H. Pearse
18 August 1915,J. O'Connor,J.J. O'Connell
18 August 1915,Herbert Mellows,J.J. O'Connell
18 August 1915,Herbert Mellows,J. O'Connor
20 August 1915,Tom Clarke,William O'Leary Curtis
20 August 1915,Ben Parsons,Tom Clarke
20 August 1915,J.J. Walsh,Thomas Byrne
21 August 1915,Seán T. O'Kelly,Tom Clarke
21 August 1915,Tom Clarke,William O'Leary Curtis
21 August 1915,Thomas Byrne,Tom Clarke
21 August 1915,Thomas Byrne,William O'Leary Curtis
21 August 1915,Edward Daly,Tom Clarke
21 August 1915,Ben Parsons,Tom Clarke
21 August 1915,J.J. Buggy,Tom Clarke
21 August 1915,Ben Parsons,J.J. Buggy
21 August 1915,Arthur Griffith,William O'Leary Curtis
21 August 1915,James Murray,William O'Leary Curtis
21 August 1915,Arthur Griffith,James Murray
22 August 1915,Seán T. O'Kelly,Tom Clarke
22 August 1915,J.J. Buggy,Tom Clarke
22 August 1915,Ben Parsons,Tom Clarke
22 August 1915,Tom Clarke,William Shortall
22 August 1915,J.J. Walsh,Thomas J. Dolan
23 August 1915,Con Colbert,Tom Clarke
23 August 1915,Thomas Byrne,Tom Clarke
23 August 1915,Cathal Kickham,Tom Clarke
23 August 1915,Seán T. O'Kelly,Tom Clarke
23 August 1915,Tom Clarke,William O'Leary Curtis
23 August 1915,Cathal Kickham,Seán T. O'Kelly
23 August 1915,Cathal Kickham,William O'Leary Curtis
23 August 1915,Seán T. O'Kelly,William O'Leary Curtis
23 August 1915,James Whelan,T.J. Sheehan
23 August 1915,Henry Dixon,Tom Clarke
24 August 1915,Robert Monteith,Tom Clarke
24 August 1915,Joseph McGuinness,Tom Clarke
24 August 1915,Diarmuid Lynch,Tom Clarke
24 August 1915,Tom Clarke,William O'Leary Curtis
24 August 1915,Arthur Griffith,William O'Leary Curtis
25 August 1915,Robert Monteith,Tom Clarke
25 August 1915,Arthur Griffith,Tom Clarke
25 August 1915,Diarmuid Lynch,Tom Clarke
25 August 1915,Arthur Griffith,Diarmuid Lynch
25 August 1915,Con Colbert,T.J. Sheehan
25 August 1915,T.J. Sheehan,William Sheehan
25 August 1915,Con Colbert,William Sheehan
26 August 1915,Joseph McGuinness,Tom Clarke
26 August 1915,Robert Monteith,Tom Clarke
26 August 1915,John MacBride,Tom Clarke
26 August 1915,John MacBride,Robert Monteith
26 August 1915,Tom Clarke,William O'Leary Curtis
26 August 1915,Diarmuid Lynch,Tom Clarke
26 August 1915,Robert Monteith,T.J. Sheehan
26 August 1915,Irish Volunteers,Joseph McGuinness
26 August 1915,Irish Volunteers,Robert Monteith
26 August 1915,Joseph McGuinness,Robert Monteith
27 August 1915,John O'Mahony,Tom Clarke
27 August 1915,Diarmuid Lynch,Tom Clarke
27 August 1915,John MacBride,Tom Clarke
27 August 1915,Thomas Byrne,Tom Clarke
27 August 1915,Diarmuid Lynch,John O'Mahony
27 August 1915,John MacBride,John O'Mahony
27 August 1915,John O'Mahony,Thomas Byrne
27 August 1915,Diarmuid Lynch,John MacBride
27 August 1915,Diarmuid Lynch,Thomas Byrne
27 August 1915,John MacBride,Thomas Byrne
27 August 1915,Bulmer Hobson,The O'Rahilly
27 August 1915,J.J. Walsh,Robert Monteith
27 August 1915,J.J. Buggy,Tom Clarke
27 August 1915,John MacBride,Tom Clarke
27 August 1915,John O'Mahony,Tom Clarke
27 August 1915,Diarmuid Lynch,Tom Clarke
27 August 1915,Con Colbert,Tom Clarke
27 August 1915,James Murray,Tom Clarke
27 August 1915,James Stritch,Tom Clarke
27 August 1915,Cathal Kickham,Tom Clarke
27 August 1915,J.J. Buggy,John MacBride
27 August 1915,J.J. Buggy,John O'Mahony
27 August 1915,Diarmuid Lynch,J.J. Buggy
27 August 1915,Con Colbert,J.J. Buggy
27 August 1915,J.J. Buggy,James Murray
27 August 1915,J.J. Buggy,James Stritch
27 August 1915,Cathal Kickham,J.J. Buggy
27 August 1915,John MacBride,John O'Mahony
27 August 1915,Diarmuid Lynch,John MacBride
27 August 1915,Con Colbert,John MacBride
27 August 1915,James Murray,John MacBride
27 August 1915,James Stritch,John MacBride
27 August 1915,Cathal Kickham,John MacBride
27 August 1915,Diarmuid Lynch,John O'Mahony
27 August 1915,Con Colbert,John O'Mahony
27 August 1915,James Murray,John O'Mahony
27 August 1915,James Stritch,John O'Mahony
27 August 1915,Cathal Kickham,John O'Mahony
27 August 1915,Con Colbert,Diarmuid Lynch
27 August 1915,Diarmuid Lynch,James Murray
27 August 1915,Diarmuid Lynch,James Stritch
27 August 1915,Cathal Kickham,Diarmuid Lynch
27 August 1915,Con Colbert,James Murray
27 August 1915,Con Colbert,James Stritch
27 August 1915,Cathal Kickham,Con Colbert
27 August 1915,James Murray,James Stritch
27 August 1915,Cathal Kickham,James Murray
27 August 1915,Cathal Kickham,James Stritch
28 August 1915,Seán McGarry,Tom Clarke
28 August 1915,Tom Clarke,William Shortall
28 August 1915,J.J. Buggy,Tom Clarke
28 August 1915,Seán T. O'Kelly,Tom Clarke
28 August 1915,Tom Clarke,William O'Leary Curtis
28 August 1915,Seán T. O'Kelly,William O'Leary Curtis
28 August 1915,James Murray,Tom Clarke
29 August 1915,Seán T. O'Kelly,Tom Clarke
29 August 1915,J.J. Buggy,Tom Clarke
29 August 1915,Ben Parsons,Tom Clarke
29 August 1915,J.J. Buggy,Seán T. O'Kelly
29 August 1915,Ben Parsons,Seán T. O'Kelly
29 August 1915,Ben Parsons,J.J. Buggy
29 August 1915,P.H. Pearse,Thomas MacDonagh
29 August 1915,Diarmuid Lynch,Thomas MacDonagh
29 August 1915,Diarmuid Lynch,P.H. Pearse
29 August 1915,P.H. Pearse,T.J. Sheehan
29 August 1915,P.H. Pearse,Robert Monteith
29 August 1915,Daniel McCarthy,P.H. Pearse
29 August 1915,P.H. Pearse,William Shortall
29 August 1915,Michael Mullin,P.H. Pearse
29 August 1915,Robert Monteith,T.J. Sheehan
29 August 1915,Daniel McCarthy,T.J. Sheehan
29 August 1915,T.J. Sheehan,William Shortall
29 August 1915,Michael Mullin,T.J. Sheehan
29 August 1915,Daniel McCarthy,Robert Monteith
29 August 1915,Robert Monteith,William Shortall
29 August 1915,Michael Mullin,Robert Monteith
29 August 1915,Daniel McCarthy,William Shortall
29 August 1915,Daniel McCarthy,Michael Mullin
29 August 1915,Michael Mullin,William Shortall
30 August 1915,Seán T. O'Kelly,Tom Clarke
30 August 1915,Thomas Byrne,Tom Clarke
30 August 1915,Seán T. O'Kelly,Thomas Byrne
30 August 1915,Frank Fahy,J.J. O'Connell
30 August 1915,Herbert Mellows,The O'Rahilly
31 August 1915,John MacBride,Tom Clarke
31 August 1915,Seán McGarry,Tom Clarke
31 August 1915,John MacBride,Seán McGarry
31 August 1915,Con Colbert,Tom Clarke
31 August 1915,Thomas Byrne,Tom Clarke
31 August 1915,Frank Fahy,Tom Clarke
31 August 1915,Diarmuid Lynch,Tom Clarke
31 August 1915,Seán T. O'Kelly,Tom Clarke
31 August 1915,Piaras Béaslaí,Tom Clarke
31 August 1915,Cathal Kickham,Tom Clarke
31 August 1915,Arthur Griffith,William O'Leary Curtis
31 August 1915,Arthur Griffith,James Murray
31 August 1915,James Murray,William O'Leary Curtis
1 September 1915,Frank Fahy,Tom Clarke
1 September 1915,J. O'Connor,Tom Clarke
1 September 1915,Thomas Byrne,Tom Clarke
1 September 1915,Seán McGarry,Tom Clarke
1 September 1915,J. O'Connor,Thomas Byrne
1 September 1915,J. O'Connor,Seán McGarry
1 September 1915,Seán McGarry,Thomas Byrne
1 September 1915,Bulmer Hobson,P.H. Pearse
1 September 1915,Bulmer Hobson,The O'Rahilly
1 September 1915,Bulmer Hobson,Éamon De Valera
1 September 1915,P.H. Pearse,The O'Rahilly
1 September 1915,P.H. Pearse,Éamon De Valera
1 September 1915,The O'Rahilly,Éamon De Valera
2 September 1915,Seán Milroy,Tom Clarke
2 September 1915,Seán T. O'Kelly,Tom Clarke
2 September 1915,J. O'Connor,Tom Clarke
2 September 1915,Diarmuid Lynch,Tom Clarke
2 September 1915,Tom Clarke,William O'Leary Curtis
2 September 1915,Diarmuid Lynch,J. O'Connor
2 September 1915,J. O'Connor,William O'Leary Curtis
2 September 1915,Diarmuid Lynch,William O'Leary Curtis
2 September 1915,Arthur Griffith,Piaras Béaslaí
2 September 1915,Piaras Béaslaí,William O'Leary Curtis
2 September 1915,Arthur Griffith,William O'Leary Curtis
2 September 1915,Frank Fahy,Irish Volunteers
3 September 1915,Ben Parsons,Tom Clarke
3 September 1915,Tom Clarke,William O'Leary Curtis
3 September 1915,Ben Parsons,William O'Leary Curtis
3 September 1915,J.J. Buggy,Tom Clarke
3 September 1915,Seán McGarry,Tom Clarke
3 September 1915,P.H. Pearse,T.J. Sheehan
3 September 1915,John MacBride,Tom Clarke
3 September 1915,John MacBride,Seán McGarry
3 September 1915,John MacBride,John O'Mahony
3 September 1915,James Murray,John MacBride
3 September 1915,John MacBride,William O'Leary Curtis
3 September 1915,James Stritch,John MacBride
3 September 1915,Cathal Kickham,John MacBride
3 September 1915,Seán McGarry,Tom Clarke
3 September 1915,John O'Mahony,Tom Clarke
3 September 1915,James Murray,Tom Clarke
3 September 1915,Tom Clarke,William O'Leary Curtis
3 September 1915,James Stritch,Tom Clarke
3 September 1915,Cathal Kickham,Tom Clarke
3 September 1915,Seán McGarry,John O'Mahony
3 September 1915,James Murray,Seán McGarry
3 September 1915,Seán McGarry,William O'Leary Curtis
3 September 1915,James Stritch,Seán McGarry
3 September 1915,Cathal Kickham,Seán McGarry
3 September 1915,James Murray,John O'Mahony
3 September 1915,John O'Mahony,William O'Leary Curtis
3 September 1915,James Stritch,John O'Mahony
3 September 1915,Cathal Kickham,John O'Mahony
3 September 1915,James Murray,William O'Leary Curtis
3 September 1915,James Murray,James Stritch
3 September 1915,Cathal Kickham,James Murray
3 September 1915,James Stritch,William O'Leary Curtis
3 September 1915,Cathal Kickham,William O'Leary Curtis
3 September 1915,Cathal Kickham,James Stritch
4 September 1915,Frank Fahy,Tom Clarke
4 September 1915,Con Colbert,Tom Clarke
4 September 1915,Con Colbert,Frank Fahy
4 September 1915,James Murray,Tom Clarke
4 September 1915,Piaras Béaslaí,Tom Clarke
4 September 1915,Con Collins,Tom Clarke
4 September 1915,Con Collins,Piaras Béaslaí
4 September 1915,Bulmer Hobson,Herbert Mellows
4 September 1915,Gerald Griffin,J.J. Walsh
5 September 1915,Seán McGarry,Tom Clarke
5 September 1915,J. O'Connor,Tom Clarke
5 September 1915,Edward Daly,Tom Clarke
5 September 1915,J. O'Connor,Seán McGarry
5 September 1915,Edward Daly,Seán McGarry
5 September 1915,Edward Daly,J. O'Connor
5 September 1915,Ben Parsons,Tom Clarke
5 September 1915,J.J. Buggy,Tom Clarke
5 September 1915,Joseph McGuinness,Tom Clarke
5 September 1915,Ben Parsons,J.J. Buggy
5 September 1915,Ben Parsons,Joseph McGuinness
5 September 1915,J.J. Buggy,Joseph McGuinness
5 September 1915,Gerald Griffin,M.J. McCabe
6 September 1915,Seán McGarry,Tom Clarke
6 September 1915,John O'Mahony,Tom Clarke
6 September 1915,Edward Daly,Tom Clarke
6 September 1915,James Murray,Tom Clarke
6 September 1915,Tom Clarke,William O'Leary Curtis
6 September 1915,Ben Parsons,Tom Clarke
6 September 1915,Charles Wyse Power,Tom Clarke
6 September 1915,Piaras Béaslaí,Tom Clarke
6 September 1915,Edward Daly,James Murray
6 September 1915,Edward Daly,William O'Leary Curtis
6 September 1915,Ben Parsons,Edward Daly
6 September 1915,Charles Wyse Power,Edward Daly
6 September 1915,Edward Daly,Piaras Béaslaí
6 September 1915,James Murray,William O'Leary Curtis
6 September 1915,Ben Parsons,James Murray
6 September 1915,Charles Wyse Power,James Murray
6 September 1915,James Murray,Piaras Béaslaí
6 September 1915,Ben Parsons,William O'Leary Curtis
6 September 1915,Charles Wyse Power,William O'Leary Curtis
6 September 1915,Piaras Béaslaí,William O'Leary Curtis
6 September 1915,Ben Parsons,Charles Wyse Power
6 September 1915,Ben Parsons,Piaras Béaslaí
6 September 1915,Charles Wyse Power,Piaras Béaslaí
6 September 1915,Bulmer Hobson,The O'Rahilly
6 September 1915,Michael O'Hanrahan,The O'Rahilly
6 September 1915,Bulmer Hobson,Michael O'Hanrahan
6 September 1915,Bulmer Hobson,Thomas Byrne
6 September 1915,Cathal Kickham,Thomas Byrne
6 September 1915,J.J. Buggy,Thomas Byrne
6 September 1915,Piaras Béaslaí,Thomas Byrne
6 September 1915,Bulmer Hobson,Cathal Kickham
6 September 1915,Bulmer Hobson,J.J. Buggy
6 September 1915,Bulmer Hobson,Piaras Béaslaí
6 September 1915,Cathal Kickham,J.J. Buggy
6 September 1915,Cathal Kickham,Piaras Béaslaí
6 September 1915,J.J. Buggy,Piaras Béaslaí
7 September 1915,Thomas Byrne,Tom Clarke
7 September 1915,Seán McGarry,Tom Clarke
7 September 1915,Con Colbert,Tom Clarke
7 September 1915,George Nichols,Tom Clarke
7 September 1915,Diarmuid Lynch,Tom Clarke
7 September 1915,Tom Clarke,William O'Leary Curtis
7 September 1915,James Murray,Tom Clarke
8 September 1915,Patrick Tobin,Tom Clarke
8 September 1915,John O'Mahony,Tom Clarke
8 September 1915,Thomas Byrne,Tom Clarke
8 September 1915,Seán McGarry,Tom Clarke
8 September 1915,George Nichols,Tom Clarke
8 September 1915,John O'Mahony,Thomas Byrne
8 September 1915,Seán McGarry,John O'Mahony
8 September 1915,George Nichols,John O'Mahony
8 September 1915,Seán McGarry,Thomas Byrne
8 September 1915,George Nichols,Thomas Byrne
8 September 1915,George Nichols,Seán McGarry
8 September 1915,J. O'Connor,Tom Clarke
8 September 1915,Bulmer Hobson,Patrick Ryan
8 September 1915,Bulmer Hobson,Con Colbert
8 September 1915,Bulmer Hobson,Herbert Mellows
8 September 1915,Con Colbert,Patrick Ryan
8 September 1915,Herbert Mellows,Patrick Ryan
8 September 1915,Con Colbert,Herbert Mellows
